563.jpg	172	99	207	134	350	275
590.jpg	180	38	240	98	350	284
565.jpg	92	36	145	89	250	179
568.jpg	144	43	199	98	350	417
570.jpg	96	38	148	90	350	447
585.jpg	111	277	142	308	212	426
588.jpg	94	59	127	92	200	250
589.jpg	44	23	92	71	350	163
592.jpg	24	121	52	149	220	173
596.jpg	139	47	181	89	350	228
598.jpg	171	53	210	92	350	226
603.jpg	38	52	97	111	145	150
608.jpg	84	29	119	64	192	166
609.jpg	43	29	89	75	150	115
616.jpg	51	27	83	59	135	149
618.jpg	144	72	215	143	350	331
621.jpg	132	38	209	115	350	228
624.jpg	160	114	227	181	350	262
638.jpg	127	55	217	145	350	377
643.jpg	115	100	240	225	350	523
657.jpg	154	83	228	157	350	466
660.jpg	124	66	204	146	350	234
664.jpg	80	25	107	52	150	117
666.jpg	125	35	167	77	350	242
669.jpg	102	122	141	161	200	281
673.jpg	202	41	241	80	350	309
674.jpg	16	128	84	196	350	266
682.jpg	100	27	136	63	250	184
684.jpg	155	31	211	87	350	222
685.jpg	82	53	231	202	350	232
687.jpg	127	49	194	116	350	438
689.jpg	226	55	315	144	350	247
690.jpg	85	31	121	67	190	152
